time,lat,lon,lwe_thickness_cm,uncertainty_cm,scale_factor,surface_area_km2,lwe_thickness_km3,uncertainty_km3,TotalSoilMoisture_kg/m2,SWE_inst_kg/m2,Qs_acc_kg/m2,TotalSoilMoisture_km3,SWE_km3,Qs_acc_km3,SWE_mean_km3,Qs_acc_mean_km3,TotalSoilMoisture_mean_km3,SWE_anomaly_km3,Qs_acc_anomaly_km3,TotalSoilMoisture_anomaly_km3
2002-04-17 12:00:00,23.25,86.25,-12.003431275606015,22.88781746306537,0.9672265741072044,2840.055230014247,-0.3297314831961747,0.6500266568959023,1302.16327,0.0,0.0120599594,0.92310198,0.0,8.5495936e-06,0.0,3.3578047656513124e-05,1.0185960904489797,0.0,-2.5028454056513124e-05,-0.09549411044897971
2002-04-17 12:00:00,23.25,87.75,-12.003431275606015,22.88781746306537,1.0547837018250346,2840.055230014247,-0.3595800650689854,0.6500266568959023,1932.38083,0.0,0.0625055645,1.36940574,0.0,4.42949105e-05,0.0,8.965226915805922e-05,1.5652981188571429,0.0,-4.535735865805922e-05,-0.19589237885714295
2002-04-17 12:00:00,23.75,87.75,-12.003431275606015,22.88781746306537,1.0547837018250346,2829.2991102341784,-0.3582182301970672,0.6475648158345316,1953.10294,0.0,0.055250121,1.37883166,0.0,3.90080185e-05,0.0,9.002661874776949e-05,1.521132200367347,0.0,-5.101860024776949e-05,-0.14230054036734718
2002-04-17 12:00:00,24.25,87.75,-12.003431275606015,22.88781746306537,0.955445765724529,2818.327528372789,-0.3232234883952831,0.645053660205286,1953.10294,0.0,0.055250121,1.37883166,0.0,3.90080185e-05,0.0,9.002661874776949e-05,1.521132200367347,0.0,-5.101860024776949e-05,-0.14230054036734718
2002-04-17 12:00:00,26.75,89.25,-4.542763216222823,16.118506072724198,1.2809619118947355,2760.267502032804,-0.1606229098993575,0.4449138849385899,1249.61464,0.0,0.018496572,0.8632639,0.0,1.2777878e-05,2.273943836734694e-10,0.00012375060774252392,0.8320681156734694,-2.273943836734694e-10,-0.00011097272974252392,0.031195784326530585
2002-04-17 12:00:00,25.25,88.25,-12.003431275606015,22.88781746306537,1.0277413318537854,2795.741336864437,-0.3448944618132324,0.639884173920996,1662.68268,0.0,0.023133307,1.16168295,0.0,1.61639436e-05,0.0,9.742417606640829e-05,1.1649847815918366,0.0,-8.126023246640828e-05,-0.0033018315918365015
2002-04-17 12:00:00,22.75,88.75,-12.003431275606015,22.88781746306537,0.8263106409296362,2850.5950685928287,-0.2827380674881918,0.6524389959106699,1287.2955,0.0,0.106518065,0.91569937,0.0,7.576526700000001e-05,0.0,0.0001901989886751454,1.0147766281632653,0.0,-0.00011443372167514539,-0.09907725816326529
2002-04-17 12:00:00,26.75,88.75,-4.542763216222823,16.118506072724198,1.2500309329684212,2760.267502032804,-0.156744399699291,0.4449138849385899,1651.1063,0.0,0.0172230247,1.1398102799999998,0.0,1.18912874e-05,0.0,0.00012047128062938618,1.1643101081632652,0.0,-0.00010857999322938618,-0.024499828163265347
2002-04-17 12:00:00,22.75,87.75,-12.003431275606015,22.88781746306537,0.9523005579861872,2850.5950685928287,-0.3258479391358451,0.6524389959106699,1837.68939,0.0,0.0512166945,1.30719419,0.0,3.6429886e-05,0.0,9.155261463397144e-05,1.5418546993469389,0.0,-5.512272863397144e-05,-0.23466050934693894
2002-04-17 12:00:00,26.25,89.25,-4.542763216222823,16.118506072724198,1.2809619118947355,2772.3035354619205,-0.1613232995215977,0.4468539137177773,2547.1422300000004,0.0,0.042669355,1.76534944,0.0,2.95751364e-05,0.0,0.00024182459386896734,1.6255132338367346,0.0,-0.00021224945746896735,0.13983620616326542
2002-04-17 12:00:00,26.25,88.25,-4.458992152975471,15.343889211712876,0.930137897705321,2772.3035354619205,-0.1149806677783646,0.4253791830936763,552.68567,0.0,0.00974625,0.38264006,0.0,6.7476067e-06,0.0,5.752476787231552e-05,0.41394577575510205,0.0,-5.0777161172315516e-05,-0.03130571575510205
2002-04-17 12:00:00,23.75,87.25,-12.003431275606015,22.88781746306537,1.0547837018250346,2829.2991102341784,-0.3582182301970672,0.6475648158345316,1381.46334,0.0,0.025823791,0.9756260799999998,0.0,1.82406527e-05,0.0,5.538071546016282e-05,1.079429154489796,0.0,-3.7140062760162823e-05,-0.1038030744897962
2002-04-17 12:00:00,21.75,87.75,-14.297243930244198,18.358782858696863,0.4385385837881416,2871.0227080792515,-0.1800100548238188,0.5270848248001483,2039.47256,0.0,0.180351455,1.46086091,0.0,0.000129188614,0.0,0.0003355653614339537,1.5503678820816327,0.0,-0.00020637674743395368,-0.08950697208163261
2002-04-17 12:00:00,23.25,87.25,-12.003431275606015,22.88781746306537,1.0547837018250346,2840.055230014247,-0.3595800650689854,0.6500266568959023,1986.57899,0.0,0.0614546365,1.40780824,0.0,4.3551774e-05,0.0,9.286692258092225e-05,1.5775629376734692,0.0,-4.931514858092225e-05,-0.16975469767346918
2002-04-17 12:00:00,25.75,88.25,-4.458992152975471,15.343889211712876,0.935049981980547,2784.128447243403,-0.1160809094733453,0.4271935844568097,569.5833,0.0,0.009523508,0.3968645,0.0,6.635627e-06,0.0,4.026323221264827e-05,0.40729099706122446,0.0,-3.362760521264827e-05,-0.010426497061224449
2002-04-17 12:00:00,26.75,88.25,-4.458992152975471,15.343889211712876,0.930137897705321,2760.267502032804,-0.1144814759895217,0.4235323874588279,2078.99441,0.0,0.0239432664,1.43462085,0.0,1.65235065e-05,4.995467224489796e-09,0.0001642054538603574,1.561197426734694,-4.995467224489796e-09,-0.0001476819473603574,-0.12657657673469402
2002-04-17 12:00:00,22.75,87.25,-12.003431275606015,22.88781746306537,0.9523005579861872,2850.5950685928287,-0.3258479391358451,0.6524389959106699,1900.72943,0.0,0.055677621,1.35202767,0.0,3.9602988e-05,0.0,8.873692648025676e-05,1.5033689976734694,0.0,-4.9133938480256756e-05,-0.15134132767346942
2002-04-17 12:00:00,22.25,87.75,-14.297243930244198,18.358782858696863,1.50542489463114,2860.91782332041,-0.6157675574358035,0.5252296909491511,2137.01002,0.0,0.1070870539999999,1.52593417,0.0,7.649541699999999e-05,0.0,0.00024680315819470243,1.7638565516734694,0.0,-0.00017030774119470242,-0.23792238167346946
2002-04-17 12:00:00,22.25,87.25,-14.297243930244198,18.358782858696863,1.50542489463114,2860.91782332041,-0.6157675574358035,0.5252296909491511,1838.80317,0.0,0.048710645,1.31281076,0.0,3.4776889000000006e-05,0.0,9.267236263823523e-05,1.4665632613469388,0.0,-5.789547363823523e-05,-0.15375250134693874
2002-04-17 12:00:00,23.25,86.75,-12.003431275606015,22.88781746306537,0.9672265741072044,2840.055230014247,-0.3297314831961747,0.6500266568959023,1946.20526,0.0,0.0322853223,1.37915081,0.0,2.28793888e-05,0.0,5.1007881008674307e-05,1.4743525336734695,0.0,-2.8128492208674307e-05,-0.09520172367346946
2002-04-17 12:00:00,22.75,86.75,-12.003431275606015,22.88781746306537,1.0119802160227347,2850.5950685928287,-0.3462684811763372,0.6524389959106699,1822.12428,0.0,0.0410355238999999,1.29612642,0.0,2.91896045e-05,0.0,6.634269810321152e-05,1.4155775148979592,0.0,-3.7153093603211514e-05,-0.11945109489795924
2002-04-17 12:00:00,21.75,88.25,-14.297243930244198,18.358782858696863,0.0815523886479138,2871.0227080792515,-0.033475389610453,0.5270848248001483,2035.36633,0.0,0.156474793,1.4579449000000002,0.0,0.000112094965,0.0,0.00038255352754301664,1.572105167510204,0.0,-0.0002704585625430166,-0.1141602675102038
2002-04-17 12:00:00,22.25,88.25,-14.297243930244198,18.358782858696863,1.3317331549608438,2860.91782332041,-0.5447220083253913,0.5252296909491511,2584.63867,0.0,0.154794678,1.84529251,0.0,0.000110527648,0.0,0.0003657845638395192,2.0146082764081634,0.0,-0.00025525691583951917,-0.16931576640816348
2002-04-17 12:00:00,23.25,88.25,-12.003431275606015,22.88781746306537,1.141514266533414,2840.055230014247,-0.3891468682413784,0.6500266568959023,1625.6713,0.0,0.097715198,1.1524866,0.0,6.9289349e-05,0.0,0.0001272693966543338,1.2808219349387755,0.0,-5.798004765433382e-05,-0.12833533493877547
2002-04-17 12:00:00,25.25,88.75,-12.003431275606015,22.88781746306537,1.0277413318537854,2795.741336864437,-0.3448944618132324,0.639884173920996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-04-17 12:00:00,23.75,88.25,-12.003431275606015,22.88781746306537,1.141514266533414,2829.2991102341784,-0.3876730552385158,0.6475648158345316,2539.49361,0.0,0.238053634,1.7926669,0.0,0.000168025777,0.0,0.00030269192116837813,1.896217275387755,0.0,-0.00013466614416837814,-0.10355037538775513
2002-04-17 12:00:00,22.75,88.25,-12.003431275606015,22.88781746306537,0.8263106409296362,2850.5950685928287,-0.2827380674881918,0.6524389959106699,2097.19092,0.0,0.0942981859999999,1.49175377,0.0,6.70534275e-05,0.0,0.0001621448511510036,1.7118176679591837,0.0,-9.50914236510036e-05,-0.22006389795918357
2002-04-17 12:00:00,24.25,88.25,-12.003431275606015,22.88781746306537,1.0904283439857283,2818.327528372789,-0.3688875557692058,0.645053660205286,2539.49361,0.0,0.238053634,1.7926669,0.0,0.000168025777,0.0,0.00030269192116837813,1.896217275387755,0.0,-0.00013466614416837814,-0.10355037538775513
2002-04-17 12:00:00,22.25,88.75,-14.297243930244198,18.358782858696863,1.3317331549608438,2860.91782332041,-0.5447220083253913,0.5252296909491511,1295.75312,0.0,0.091657822,0.9250907,0.0,6.5436702e-05,0.0,0.000226704121523594,1.0260939016326531,0.0,-0.000161267419523594,-0.10100320163265308
2002-05-10 12:00:00,22.75,88.25,-9.15633644184424,11.58461565484018,0.8263106409296362,2850.5950685928287,-0.2156754024242991,0.330230482572307,2097.19092,0.0,0.0942981859999999,1.49175377,0.0,6.70534275e-05,0.0,0.0001621448511510036,1.7118176679591837,0.0,-9.50914236510036e-05,-0.22006389795918357
2002-05-10 12:00:00,21.75,87.75,-14.106660701179257,10.845347460421571,0.4385385837881416,2871.0227080792515,-0.1776105086119851,0.3113723883587997,2039.47256,0.0,0.180351455,1.46086091,0.0,0.000129188614,0.0,0.0003355653614339537,1.5503678820816327,0.0,-0.00020637674743395368,-0.08950697208163261
2002-05-10 12:00:00,23.25,88.25,-9.15633644184424,11.58461565484018,1.141514266533414,2840.055230014247,-0.2968450911323436,0.3290094827823377,1625.6713,0.0,0.097715198,1.1524866,0.0,6.9289349e-05,0.0,0.0001272693966543338,1.2808219349387755,0.0,-5.798004765433382e-05,-0.12833533493877547
2002-05-10 12:00:00,23.75,88.25,-9.15633644184424,11.58461565484018,1.141514266533414,2829.2991102341784,-0.2957208519546679,0.3277634276464425,2539.49361,0.0,0.238053634,1.7926669,0.0,0.000168025777,0.0,0.00030269192116837813,1.896217275387755,0.0,-0.00013466614416837814,-0.10355037538775513
2002-05-10 12:00:00,22.25,87.75,-14.106660701179257,10.845347460421571,1.50542489463114,2860.91782332041,-0.6075593342270426,0.3102764784962282,2137.01002,0.0,0.1070870539999999,1.52593417,0.0,7.649541699999999e-05,0.0,0.00024680315819470243,1.7638565516734694,0.0,-0.00017030774119470242,-0.23792238167346946
2002-05-10 12:00:00,25.75,88.25,-2.7303538486408163,8.125737319906584,0.935049981980547,2784.128447243403,-0.0710792813848708,0.2262309642717929,569.5833,0.0,0.009523508,0.3968645,0.0,6.635627e-06,0.0,4.026323221264827e-05,0.40729099706122446,0.0,-3.362760521264827e-05,-0.010426497061224449
2002-05-10 12:00:00,26.75,88.75,2.2476616470099198,8.826346126061853,1.2500309329684212,2760.267502032804,0.0775537616245435,0.2436307637346166,1651.1063,0.0,0.0172230247,1.1398102799999998,0.0,1.18912874e-05,0.0,0.00012047128062938618,1.1643101081632652,0.0,-0.00010857999322938618,-0.024499828163265347
2002-05-10 12:00:00,25.25,88.25,-9.15633644184424,11.58461565484018,1.0277413318537854,2795.741336864437,-0.2630889165590961,0.3238758885792356,1662.68268,0.0,0.023133307,1.16168295,0.0,1.61639436e-05,0.0,9.742417606640829e-05,1.1649847815918366,0.0,-8.126023246640828e-05,-0.0033018315918365015
2002-05-10 12:00:00,24.25,87.75,-9.15633644184424,11.58461565484018,0.955445765724529,2818.327528372789,-0.2465580830764852,0.3264924120565444,1953.10294,0.0,0.055250121,1.37883166,0.0,3.90080185e-05,0.0,9.002661874776949e-05,1.521132200367347,0.0,-5.101860024776949e-05,-0.14230054036734718
2002-05-10 12:00:00,23.25,87.75,-9.15633644184424,11.58461565484018,1.0547837018250346,2840.055230014247,-0.2742912403924809,0.3290094827823377,1932.38083,0.0,0.0625055645,1.36940574,0.0,4.42949105e-05,0.0,8.965226915805922e-05,1.5652981188571429,0.0,-4.535735865805922e-05,-0.19589237885714295
2002-05-10 12:00:00,21.75,88.25,-14.106660701179257,10.845347460421571,0.0815523886479138,2871.0227080792515,-0.0330291604017122,0.3113723883587997,2035.36633,0.0,0.156474793,1.4579449000000002,0.0,0.000112094965,0.0,0.00038255352754301664,1.572105167510204,0.0,-0.0002704585625430166,-0.1141602675102038
2002-05-10 12:00:00,23.25,86.25,-9.15633644184424,11.58461565484018,0.9672265741072044,2840.055230014247,-0.2515224460649115,0.3290094827823377,1302.16327,0.0,0.0120599594,0.92310198,0.0,8.5495936e-06,0.0,3.3578047656513124e-05,1.0185960904489797,0.0,-2.5028454056513124e-05,-0.09549411044897971
2002-05-10 12:00:00,22.75,87.75,-9.15633644184424,11.58461565484018,0.9523005579861872,2850.5950685928287,-0.24856004013392,0.330230482572307,1837.68939,0.0,0.0512166945,1.30719419,0.0,3.6429886e-05,0.0,9.155261463397144e-05,1.5418546993469389,0.0,-5.512272863397144e-05,-0.23466050934693894
2002-05-10 12:00:00,22.25,88.25,-14.106660701179257,10.845347460421571,1.3317331549608438,2860.91782332041,-0.5374608270938265,0.3102764784962282,2584.63867,0.0,0.154794678,1.84529251,0.0,0.000110527648,0.0,0.0003657845638395192,2.0146082764081634,0.0,-0.00025525691583951917,-0.16931576640816348
2002-05-10 12:00:00,25.25,88.75,-9.15633644184424,11.58461565484018,1.0277413318537854,2795.741336864437,-0.2630889165590961,0.3238758885792356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-05-10 12:00:00,23.75,87.75,-9.15633644184424,11.58461565484018,1.0547837018250346,2829.2991102341784,-0.2732524192438266,0.3277634276464425,1953.10294,0.0,0.055250121,1.37883166,0.0,3.90080185e-05,0.0,9.002661874776949e-05,1.521132200367347,0.0,-5.101860024776949e-05,-0.14230054036734718
2002-05-10 12:00:00,22.75,87.25,-9.15633644184424,11.58461565484018,0.9523005579861872,2850.5950685928287,-0.24856004013392,0.330230482572307,1900.72943,0.0,0.055677621,1.35202767,0.0,3.9602988e-05,0.0,8.873692648025676e-05,1.5033689976734694,0.0,-4.9133938480256756e-05,-0.15134132767346942
2002-05-10 12:00:00,26.75,88.25,-2.7303538486408163,8.125737319906584,0.930137897705321,2760.267502032804,-0.0700999077465278,0.2242920865419327,2078.99441,0.0,0.0239432664,1.43462085,0.0,1.65235065e-05,4.995467224489796e-09,0.0001642054538603574,1.561197426734694,-4.995467224489796e-09,-0.0001476819473603574,-0.12657657673469402
