time,lat,lon,lwe_thickness_cm,uncertainty_cm,scale_factor,SWE_inst_kg/m2,Qs_acc_kg/m2,TotalSoilMoisture_kg/m2,TotalSoilMoisture_cm,SWE_cm,Qs_acc_cm,geometry,TotalSoilMoisture_mean_cm,SWE_mean_cm,Qs_acc_mean_cm,TotalSoilMoisture_anomaly_cm,SWE_anomaly_cm,Qs_acc_anomaly_cm
2004-06-16 00:00:00,22.75,87.25,-4.694925838934339,3.998698755307775,0.9523005579861872,0.0,0.75850123,661.261,66.1261,0.0,0.07585012,POINT (87.5 22.5),49.958558114285715,0.0,0.023486364032854777,16.16754188571428,0.0,0.052363755967145216
2004-06-16 00:00:00,23.25,86.25,-4.694925838934339,3.998698755307775,0.9672265741072044,0.0,0.7490929,648.15015,64.81502,0.0,0.07490929,POINT (86.5 23.5),48.444089779591835,0.0,0.019284057579679537,16.37093022040817,0.0,0.05562523242032047
2004-06-16 00:00:00,25.25,88.25,-4.694925838934339,3.998698755307775,1.0277413318537854,0.0,1.4022514,1321.8884,132.18884,0.0,0.14022514,POINT (88.5 25.5),104.35376874285716,0.0,0.02311715727941306,27.835071257142843,0.0,0.11710798272058694
2004-06-16 00:00:00,22.75,87.75,-4.694925838934339,3.998698755307775,0.9523005579861872,0.0,0.75850123,661.261,66.1261,0.0,0.07585012,POINT (87.5 22.5),49.958558114285715,0.0,0.023486364032854777,16.16754188571428,0.0,0.052363755967145216
2004-06-16 00:00:00,23.25,87.75,-4.694925838934339,3.998698755307775,1.0547837018250346,0.0,0.61967015,629.3987,62.93987,0.0,0.061967015,POINT (87.5 23.5),46.361679297959185,0.0,0.019930629340121388,16.578190702040814,0.0,0.04203638565987861
2004-06-16 00:00:00,25.25,88.75,-4.694925838934339,3.998698755307775,1.0277413318537854,0.0,1.4022514,1321.8884,132.18884,0.0,0.14022514,POINT (88.5 25.5),104.35376874285716,0.0,0.02311715727941306,27.835071257142843,0.0,0.11710798272058694
2004-06-16 00:00:00,22.75,86.75,-4.694925838934339,3.998698755307775,1.0119802160227347,,,,,,,,,,,,,
2004-06-16 00:00:00,22.75,88.75,-4.694925838934339,3.998698755307775,0.8263106409296362,0.0,0.36739895,1212.1716,121.21716,0.0,0.036739897,POINT (88.5 22.5),109.76586868571428,0.0,0.015954342983545713,11.451291314285726,0.0,0.020785554016454287
2004-07-16 12:00:00,26.75,88.25,20.853262532620544,2.495551661654906,0.930137897705321,,,,,,,,,,,,,
2004-07-16 12:00:00,26.75,89.25,55.51363389747924,2.9232880680908315,1.2809619118947355,0.0,0.6039698,1307.0013,130.70013,0.0,0.06039698,POINT (89.5 26.5),109.01432812244897,1.759609318367347e-09,0.04226831991001959,21.68580187755103,-1.759609318367347e-09,0.01812866008998041
2004-07-16 12:00:00,22.75,87.75,20.81389844467476,3.606261305445204,0.9523005579861872,0.0,0.6276923,687.70844,68.77084,0.0,0.06276923,POINT (87.5 22.5),49.958558114285715,0.0,0.023486364032854777,18.81228188571429,0.0,0.03928286596714522
2004-07-16 12:00:00,22.25,87.25,13.402218960380802,3.268306671952021,1.50542489463114,0.0,0.6276923,687.70844,68.77084,0.0,0.06276923,POINT (87.5 22.5),49.958558114285715,0.0,0.023486364032854777,18.81228188571429,0.0,0.03928286596714522
2004-07-16 12:00:00,22.25,88.25,13.402218960380802,3.268306671952021,1.3317331549608438,0.0,0.4770956,1320.3024,132.03024,0.0,0.047709562,POINT (88.5 22.5),109.76586868571428,0.0,0.015954342983545713,22.26437131428571,0.0,0.031755219016454284
2004-07-16 12:00:00,26.75,88.75,55.51363389747924,2.9232880680908315,1.2500309329684212,,,,,,,,,,,,,
2004-07-16 12:00:00,22.75,87.25,20.81389844467476,3.606261305445204,0.9523005579861872,0.0,0.6276923,687.70844,68.77084,0.0,0.06276923,POINT (87.5 22.5),49.958558114285715,0.0,0.023486364032854777,18.81228188571429,0.0,0.03928286596714522
2004-07-16 12:00:00,24.25,87.75,20.81389844467476,3.606261305445204,0.955445765724529,0.0,0.5593572,629.9475,62.99475,0.0,0.05593572,POINT (87.5 23.5),46.361679297959185,0.0,0.019930629340121388,16.63307070204082,0.0,0.036005090659878614
2004-07-16 12:00:00,22.75,88.75,20.81389844467476,3.606261305445204,0.8263106409296362,0.0,0.4770956,1320.3024,132.03024,0.0,0.047709562,POINT (88.5 22.5),109.76586868571428,0.0,0.015954342983545713,22.26437131428571,0.0,0.031755219016454284
2004-07-16 12:00:00,23.75,87.75,20.81389844467476,3.606261305445204,1.0547837018250346,0.0,0.5593572,629.9475,62.99475,0.0,0.05593572,POINT (87.5 23.5),46.361679297959185,0.0,0.019930629340121388,16.63307070204082,0.0,0.036005090659878614
2004-07-16 12:00:00,23.25,87.75,20.81389844467476,3.606261305445204,1.0547837018250346,0.0,0.5593572,629.9475,62.99475,0.0,0.05593572,POINT (87.5 23.5),46.361679297959185,0.0,0.019930629340121388,16.63307070204082,0.0,0.036005090659878614
2004-07-16 12:00:00,21.75,88.25,13.402218960380802,3.268306671952021,0.0815523886479138,0.0,0.4770956,1320.3024,132.03024,0.0,0.047709562,POINT (88.5 22.5),109.76586868571428,0.0,0.015954342983545713,22.26437131428571,0.0,0.031755219016454284
2004-07-16 12:00:00,23.25,87.25,20.81389844467476,3.606261305445204,1.0547837018250346,0.0,0.5593572,629.9475,62.99475,0.0,0.05593572,POINT (87.5 23.5),46.361679297959185,0.0,0.019930629340121388,16.63307070204082,0.0,0.036005090659878614
2004-07-16 12:00:00,22.25,88.75,13.402218960380802,3.268306671952021,1.3317331549608438,0.0,0.4770956,1320.3024,132.03024,0.0,0.047709562,POINT (88.5 22.5),109.76586868571428,0.0,0.015954342983545713,22.26437131428571,0.0,0.031755219016454284
2004-07-16 12:00:00,26.25,89.25,55.51363389747924,2.9232880680908315,1.2809619118947355,0.0,0.6039698,1307.0013,130.70013,0.0,0.06039698,POINT (89.5 26.5),109.01432812244897,1.759609318367347e-09,0.04226831991001959,21.68580187755103,-1.759609318367347e-09,0.01812866008998041
2004-07-16 12:00:00,26.25,88.25,20.853262532620544,2.495551661654906,0.930137897705321,,,,,,,,,,,,,
2004-07-16 12:00:00,23.25,86.25,20.81389844467476,3.606261305445204,0.9672265741072044,0.0,0.791216,663.45496,66.3455,0.0,0.079121605,POINT (86.5 23.5),48.444089779591835,0.0,0.019284057579679537,17.901410220408167,0.0,0.059837547420320464
2004-07-16 12:00:00,22.75,86.75,20.81389844467476,3.606261305445204,1.0119802160227347,,,,,,,,,,,,,
2004-07-16 12:00:00,25.25,88.25,20.81389844467476,3.606261305445204,1.0277413318537854,0.0,0.6922991,1308.4812,130.84813,0.0,0.069229916,POINT (88.5 25.5),104.35376874285716,0.0,0.02311715727941306,26.49436125714284,0.0,0.04611275872058694
2004-07-16 12:00:00,23.25,86.75,20.81389844467476,3.606261305445204,0.9672265741072044,0.0,0.791216,663.45496,66.3455,0.0,0.079121605,POINT (86.5 23.5),48.444089779591835,0.0,0.019284057579679537,17.901410220408167,0.0,0.059837547420320464
2004-07-16 12:00:00,22.75,88.25,20.81389844467476,3.606261305445204,0.8263106409296362,0.0,0.4770956,1320.3024,132.03024,0.0,0.047709562,POINT (88.5 22.5),109.76586868571428,0.0,0.015954342983545713,22.26437131428571,0.0,0.031755219016454284
2004-07-16 12:00:00,23.75,87.25,20.81389844467476,3.606261305445204,1.0547837018250346,0.0,0.5593572,629.9475,62.99475,0.0,0.05593572,POINT (87.5 23.5),46.361679297959185,0.0,0.019930629340121388,16.63307070204082,0.0,0.036005090659878614
2004-07-16 12:00:00,22.25,87.75,13.402218960380802,3.268306671952021,1.50542489463114,0.0,0.6276923,687.70844,68.77084,0.0,0.06276923,POINT (87.5 22.5),49.958558114285715,0.0,0.023486364032854777,18.81228188571429,0.0,0.03928286596714522
2004-07-16 12:00:00,21.75,87.75,13.402218960380802,3.268306671952021,0.4385385837881416,0.0,0.6276923,687.70844,68.77084,0.0,0.06276923,POINT (87.5 22.5),49.958558114285715,0.0,0.023486364032854777,18.81228188571429,0.0,0.03928286596714522
2004-07-16 12:00:00,23.25,88.25,20.81389844467476,3.606261305445204,1.141514266533414,0.0,0.29200134,1149.2927,114.929276,0.0,0.029200135,POINT (88.5 23.5),93.38670802040816,0.0,0.013497101953544163,21.542567979591837,0.0,0.015703033046455837
2004-07-16 12:00:00,25.25,88.75,20.81389844467476,3.606261305445204,1.0277413318537854,0.0,0.6922991,1308.4812,130.84813,0.0,0.069229916,POINT (88.5 25.5),104.35376874285716,0.0,0.02311715727941306,26.49436125714284,0.0,0.04611275872058694
2004-07-16 12:00:00,24.25,88.25,20.81389844467476,3.606261305445204,1.0904283439857283,0.0,0.29200134,1149.2927,114.929276,0.0,0.029200135,POINT (88.5 23.5),93.38670802040816,0.0,0.013497101953544163,21.542567979591837,0.0,0.015703033046455837
2004-07-16 12:00:00,25.75,88.25,20.853262532620544,2.495551661654906,0.935049981980547,0.0,0.6922991,1308.4812,130.84813,0.0,0.069229916,POINT (88.5 25.5),104.35376874285716,0.0,0.02311715727941306,26.49436125714284,0.0,0.04611275872058694
2004-07-16 12:00:00,23.75,88.25,20.81389844467476,3.606261305445204,1.141514266533414,0.0,0.29200134,1149.2927,114.929276,0.0,0.029200135,POINT (88.5 23.5),93.38670802040816,0.0,0.013497101953544163,21.542567979591837,0.0,0.015703033046455837
2004-08-16 12:00:00,25.75,88.25,21.322334310025155,2.814106610140655,0.935049981980547,0.0,1.1295567,1340.5923,134.05923,0.0,0.11295567,POINT (88.5 25.5),104.35376874285716,0.0,0.02311715727941306,29.705461257142858,0.0,0.08983851272058693
2004-08-16 12:00:00,23.75,87.75,24.86396415018164,4.0198766724182695,1.0547837018250346,0.0,0.51886636,638.4666,63.84666,0.0,0.051886637,POINT (87.5 23.5),46.361679297959185,0.0,0.019930629340121388,17.484980702040815,0.0,0.03195600765987861
2004-08-16 12:00:00,22.75,86.75,24.86396415018164,4.0198766724182695,1.0119802160227347,,,,,,,,,,,,,
